OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4996410-1112-F,2019-11-12,,,WFWQC_UT-4996410,STORET-897674160,,,,Flow,,0.23,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4995467-1211-F,2019-12-11,,,WFWQC_UT-4995467,STORET-897674256,,,,Flow,,0.91,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4996190-0612-F,2019-06-12,,,WFWQC_UT-4996190,STORET-897674167,,,,Flow,,1.53,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0719-4994958-0716-F,2019-07-16,,,WFWQC_UT-4994958,STORET-897674064,,,,Flow,,0.67,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0919-4996410-0911-F,2019-09-11,,,WFWQC_UT-4996410,STORET-897674158,,,,Flow,,0.31,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4996190-1016-F,2019-10-16,,,WFWQC_UT-4996190,STORET-897674171,,,,Flow,,0.4,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0719-4994948-0716-F,2019-07-16,,,WFWQC_UT-4994948,STORET-897674053,,,,Flow,,0.03,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4996566-0814-F,2019-08-14,,,WFWQC_UT-4996566,STORET-897674193,,,,Flow,,0.56,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4996410-1212-F,2019-12-12,,,WFWQC_UT-4996410,STORET-897674161,,,,Flow,,0.26,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0919-4996003-0911-F,2019-09-11,,,WFWQC_UT-4996003,STORET-897674276,,,,Flow,,2.18,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4994948-1111-F,2019-11-11,,,WFWQC_UT-4994948,STORET-897674057,,,,Flow,,0.67,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4996022-0814-F,2019-08-14,,,WFWQC_UT-4996022,STORET-897674287,,,,Flow,,0.14,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4994958-1015-F,2019-10-15,,,WFWQC_UT-4994958,STORET-897674066,,,,Flow,,0.05,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4996022-1112-F,2019-11-12,,,WFWQC_UT-4996022,STORET-897674290,,,,Flow,,0.32,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4996566-0212-F,2019-02-12,,,WFWQC_UT-4996566,STORET-897674187,,,,Flow,,0.64,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4996566-0115-F,2019-01-15,,,WFWQC_UT-4996566,STORET-897674186,,,,Flow,,0.6,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4917712-1111-F,2019-11-11,,,WFWQC_UT-4917712,STORET-897674232,,,,Flow,,0.02,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4996550-0115-F,2019-01-15,,,WFWQC_UT-4996550,STORET-897674138,,,,Flow,,0.55,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0919-4994948-0910-F,2019-09-10,,,WFWQC_UT-4994948,STORET-897674055,,,,Flow,,no flow,m3/sec,,Accepted,,Actual,,,,,,,,,,Lots of CPOM; No foam; Moderate turbidity; The was no flow so could not take flow measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4996680-1111-F,2019-11-11,,,WFWQC_UT-4996680,STORET-897674112,,,,Flow,,4.61,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0719-4996275-0717-F,2019-07-17,,,WFWQC_UT-4996275,STORET-897674204,,,,Flow,,0.43,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4996275-0321-F,2019-03-21,,,WFWQC_UT-4996275,STORET-897674200,,,,Flow,,0.56,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4996560-0212-F,2019-02-12,,,WFWQC_UT-4996560,STORET-897674127,,,,Flow,,13.8,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4996003-0814-F,2019-08-14,,,WFWQC_UT-4996003,STORET-897674275,,,,Flow,,0.41,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0519-4996680-0515-F,2019-05-15,,,WFWQC_UT-4996680,STORET-897674106,,,,Flow,,11.65,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4996190-0115-F,2019-01-15,,,WFWQC_UT-4996190,STORET-897674162,,,,Flow,,0.35,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4996190-1112-F,2019-11-12,,,WFWQC_UT-4996190,STORET-897674172,,,,Flow,,0.37,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4995043-0319-F,2019-03-19,,,WFWQC_UT-4995043,STORET-897674071,,,,Flow,,1.1,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0519-4996190-0514-F,2019-05-14,,,WFWQC_UT-4996190,STORET-897674166,,,,Flow,,0.41,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4994958-1111-F,2019-11-11,,,WFWQC_UT-4994958,STORET-897674067,,,,Flow,,0.04,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0419-4996275-0403-F,2019-04-03,,,WFWQC_UT-4996275,STORET-897674201,,,,Flow,,0.32,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4996190-0212-F,2019-02-12,,,WFWQC_UT-4996190,STORET-897674163,,,,Flow,,0.35,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4995043-0212-F,2019-02-12,,,WFWQC_UT-4995043,STORET-897674070,,,,Flow,,1.12,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4996550-0612-F,2019-06-12,,,WFWQC_UT-4996550,STORET-897674143,,,,Flow,,0.63,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4996022-1016-F,2019-10-16,,,WFWQC_UT-4996022,STORET-897674289,,,,Flow,,0.34,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0419-4996570-0403-F,2019-04-03,,,WFWQC_UT-4996570,STORET-897674117,,,,Flow,,0.07,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4996540-1212-F,2019-12-12,,,WFWQC_UT-4996540,STORET-897674185,,,,Flow,,0.15,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4995075-1112-F,2019-11-12,,,WFWQC_UT-4995075,STORET-897674089,,,,Flow,,0.44,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4996020-0116-F,2019-01-16,,,WFWQC_UT-4996020,STORET-897674257,,,,Flow,,3.97,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4996570-0612-F,2019-06-12,,,WFWQC_UT-4996570,STORET-897674119,,,,Flow,,0.11,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4996680-0625-F,2019-06-25,,,WFWQC_UT-4996680,STORET-897674108,,,,Flow,,1.9,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0619-4996022-0612-F,2019-06-12,,,WFWQC_UT-4996022,STORET-897674285,,,,Flow,,0.4,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4994952-0813-F,2019-08-13,,,WFWQC_UT-4994952,STORET-897674042,,,,Flow,,0.08,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4996022-0319-F,2019-03-19,,,WFWQC_UT-4996022,STORET-897674282,,,,Flow,,0.42,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4995043-1015-F,2019-10-15,,,WFWQC_UT-4995043,STORET-897674077,,,,Flow,,0.9157,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0219-4996275-0212-F,2019-02-12,,,WFWQC_UT-4996275,STORET-897674199,,,,Flow,,0.59,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1019-4996570-1016-F,2019-10-16,,,WFWQC_UT-4996570,STORET-897674123,,,,Flow,,0.04,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0419-4996100-0403-F,2019-04-03,,,WFWQC_UT-4996100,STORET-897674213,,,,Flow,,1.63,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0119-4996680-0116-F,2019-01-16,,,WFWQC_UT-4996680,STORET-897674102,,,,Flow,,3.33,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4996566-1212-F,2019-12-12,,,WFWQC_UT-4996566,STORET-897674197,,,,Flow,,0.74,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0819-4995467-0813-F,2019-08-13,,,WFWQC_UT-4995467,STORET-897674252,,,,Flow,,0.18,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1119-4996003-1112-F,2019-11-12,,,WFWQC_UT-4996003,STORET-897674278,,,,Flow,,0.7,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4996570-0320-F,2019-03-20,,,WFWQC_UT-4996570,STORET-897674116,,,,Flow,,0.07,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4996540-0320-F,2019-03-20,,,WFWQC_UT-4996540,STORET-897674176,,,,Flow,,0.41,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0919-4995222-0910-F,2019-09-10,,,WFWQC_UT-4995222,STORET-897674297,,,,Flow,,0.34,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC1219-4996680-1211-F,2019-12-11,,,WFWQC_UT-4996680,STORET-897674113,,,,Flow,,1.07,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4996003-0319-F,2019-03-19,,,WFWQC_UT-4996003,STORET-897674270,,,,Flow,,0.74,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0919-4996680-0911-F,2019-09-11,,,WFWQC_UT-4996680,STORET-897674110,,,,Flow,,6.2,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0319-4995575-0319-F,2019-03-19,,,WFWQC_UT-4995575,STORET-897674236,,,,Flow,,3.43,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0320-4995043-0310-F,2020-03-10,,,WFWQC_UT-4995043,STORET-897671891,,,,Flow,,0.8907,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0120-4996022-0115-F,2020-01-15,,,WFWQC_UT-4996022,STORET-897672098,,,,Flow,,0.31,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0320-4996540-0311-F,2020-03-11,,,WFWQC_UT-4996540,STORET-897671994,,,,Flow,,0.2,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0220-4994958-0211-F,2020-02-11,,,WFWQC_UT-4994958,STORET-897671884,,,,Flow,,0.05,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0220-4996550-0211-F,2020-02-11,,,WFWQC_UT-4996550,STORET-897671957,,,,Flow,,0.57,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0320-4996020-0311-F,2020-03-11,,,WFWQC_UT-4996020,STORET-897672076,,,,Flow,,4.65,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0120-4996100-0115-F,2020-01-15,,,WFWQC_UT-4996100,STORET-897672028,,,,Flow,,0.65,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0320-4995210-0310-F,2020-03-10,,,WFWQC_UT-4995210,STORET-897671914,,,,Flow,,0.73,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0120-4995222-0115-F,2020-01-15,,,WFWQC_UT-4995222,STORET-897672109,,,,Flow,,0.01,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0120-4996570-0115-F,2020-01-15,,,WFWQC_UT-4996570,STORET-897671932,,,,Flow,,0.03,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0320-4996680-0310-F,2020-03-10,,,WFWQC_UT-4996680,STORET-897671923,,,,Flow,,7.74,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
WFWQC_UT,Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-WFWQC0220-4995210-0212-F,2020-02-12,,,WFWQC_UT-4995210,STORET-897671913,,,,Flow,,0.89,m3/sec,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
